0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45762,0.44897,0.44048,0.43317,0.42884,0.42861,0.43119,0.43271,0.42848,0.4152,0.39224,0.36167,0.32734,0.29343,0.26305,0.23734,0.21568,0.19652,0.17842,0.16069,0.14344,0.12723,0.1125,0.099321,0.087414,0.076522,0.066683,0.058282,0.051816,0.047542,0.045268,0.044397,0.044165,0.043903,0.043181,0.041793,0.039668,0.036788,0.033193,0.02902,0.02452,0.020015,0.015827,0.012221,0.0093952,0.0074914,0.0065736,0.0065803,0.007289,0.0083492,0.0093839,0.010113,0.01043,0.010404,0.010195,0.0099526,0.009742,0.0095226,0.0091951,0.0086829,0.0079969,0.0072415,0.0065543,0.0060258,0.0056505,0.0053402,0.0049828,0.0045057,0.0039084,0.0032527,0.0026215,0.002077,0.0016442,0.0013212,0.0010977,0.00096103,0.00089164,0.00085778,0.00082092,0.00075036,0.00063649,0.00049266,0.00034524,0.0002197,0.00013167,8.6084e-05,8.175e-05,0.00011584,0.0001844,0.00027917,0.00038412,0.00047583,0.00052951,0.00052867,0.00047298,0.00037884,0.00027167,0.00017456,0.00010063,5.2166e-05,2.4609e-05,1.1566e-05,8.3954e-06,1.4169e-05,3.2617e-05,7.2279e-05,0.00014514,0.00026288,0.00043108,0.00064393,0.00088247,0.0011181,0.0013197,0.0014622,0.0015307,0.0015221,0.0014424,0.0013045,0.0011259,0.00092789,0.00073475,0.00057063,0.00045476,0.00039508,0.00038387,0.00039913,0.00041275,0.00040194,0.00035797,0.00028771,0.00020755,0.00013418,7.7762e-05,4.0423e-05,1.885e-05,7.879e-06,2.9478e-06,9.8601e-07,2.948e-07,7.8859e-08,1.8905e-08,4.0682e-09,7.8657e-10,1.3662e-10,2.1295e-11,2.9752e-12,3.7223e-13,4.1693e-14,4.1825e-15,3.76e-16,3.0303e-17,2.1894e-18,1.4173e-19,8.2162e-21,4.2633e-22,1.9801e-23,8.2356e-25,3.0686e-26,1.0246e-27,3.0655e-29,8.2175e-31,1.9736e-32,4.2474e-34,8.1927e-36,1.4161e-37,2.1918e-39,3.0357e-41,3.7611e-43,4.171e-45,4.1458e-47,3.6975e-49,2.9595e-51,2.1236e-53,1.3633e-55,7.8157e-58,3.998e-60,1.8252e-62,7.4432e-65,2.7136e-67,8.8509e-70,2.5845e-72,6.7623e-75,1.5868e-77,3.3401e-80,6.303e-83,1.0647e-85,1.6076e-88,2.1677e-91,2.6123e-94,2.8186e-97,2.7296e-100,2.3771e-103,1.8635e-106,1.3147e-109,8.3371e-113,4.7443e-116,2.4192e-119,1.1048e-122,4.523e-126,1.6641e-129,5.519e-133,1.6542e-136,4.4846e-140,1.0983e-143,2.4224e-147,4.7933e-151,8.4847e-155,1.3424e-158,1.9015e-162,2.4185e-166,2.7686e-170,2.8522e-174,2.6362e-178,2.1766e-182,1.602e-186,1.0541e-190,6.2467e-195,3.3616e-199,1.6513e-203,7.4101e-208,3.0314e-212
0.86752,0.88062,0.88715,0.8836,0.8679,0.84081,0.80604,0.76835,0.73118,0.69548,0.66031,0.62411,0.58602,0.54644,0.50672,0.46829,0.43196,0.39783,0.36579,0.33603,0.30924,0.28623,0.2674,0.2524,0.24012,0.22907,0.21784,0.20552,0.19191,0.17742,0.16271,0.14839,0.13483,0.12223,0.11069,0.10025,0.090845,0.08227,0.074272,0.066674,0.059439,0.052633,0.046357,0.040713,0.035834,0.031895,0.029052,0.027331,0.026564,0.02642,0.026537,0.026656,0.026687,0.026664,0.026627,0.02652,0.026175,0.025386,0.024039,0.022211,0.020172,0.018289,0.016879,0.016096,0.015897,0.016073,0.016329,0.016356,0.015904,0.014844,0.013211,0.011189,0.0090486,0.0070571,0.0054114,0.0042086,0.0034433,0.0030263,0.0028195,0.00268,0.0025004,0.0022324,0.0018905,0.0015364,0.0012519,0.0011068,0.0011348,0.0013254,0.0016329,0.0019953,0.0023503,0.0026435,0.0028295,0.0028719,0.0027507,0.0024738,0.0020842,0.0016532,0.0012573,0.00095234,0.00075658,0.00065074,0.00059385,0.00054636,0.00048947,0.00043158,0.00040023,0.00042537,0.00052382,0.00069138,0.00090425,0.001127,0.001323,0.0014633,0.001531,0.0015223,0.001443,0.0013063,0.001131,0.00094075,0.00076382,0.00062951,0.00056159,0.00056848,0.00063549,0.00072553,0.00079126,0.00079436,0.00072163,0.00058889,0.00043052,0.00028186,0.00016538,8.7036e-05,4.1094e-05,1.7393e-05,6.5899e-06,2.2326e-06,6.7617e-07,1.8324e-07,4.451e-08,9.7063e-09,1.902e-09,3.3485e-10,5.2913e-11,7.4953e-12,9.5088e-13,1.0801e-13,1.099e-14,1.0022e-15,8.1941e-17,6.0068e-18,3.9461e-19,2.3216e-20,1.2227e-21,5.765e-23,2.4343e-24,9.2097e-26,3.1227e-27,9.4887e-29,2.5836e-30,6.3031e-32,1.3782e-33,2.701e-35,4.7442e-37,7.4628e-39,1.0506e-40,1.3231e-42,1.4917e-44,1.5075e-46,1.3671e-48,1.1128e-50,8.121e-53,5.3028e-55,3.0926e-57,1.6095e-59,7.476e-62,3.1022e-64,1.151e-66,3.8207e-69,1.1356e-71,3.0245e-74,7.2249e-77,1.5484e-79,2.9752e-82,5.1179e-85,7.8692e-88,1.0807e-90,1.3266e-93,1.4581e-96,1.4384e-99,1.2763e-102,1.0194e-105,7.3285e-109,4.736e-112,2.7467e-115,1.4275e-118,6.6447e-122,2.773e-125,1.0401e-128,3.5167e-132,1.0747e-135,2.9708e-139,7.4194e-143,1.6688e-146,3.3677e-150,6.0798e-154,9.8117e-158,1.4177e-161,1.8394e-165,2.1481e-169,2.2577e-173,2.1291e-177,1.7937e-181,1.3471e-185,9.0452e-190,5.4704e-194,3.0044e-198,1.5063e-202,6.8992e-207,2.8809e-211
0.87854,0.89843,0.91465,0.92377,0.92293,0.91123,0.89041,0.86388,0.83483,0.80489,0.77415,0.74203,0.70837,0.67389,0.63984,0.60714,0.57569,0.54446,0.5123,0.47879,0.44472,0.41176,0.38157,0.35505,0.33214,0.31208,0.2939,0.27679,0.26028,0.24411,0.22824,0.21279,0.19806,0.18451,0.17255,0.16222,0.15301,0.14409,0.13471,0.12465,0.11421,0.10391,0.0942,0.085203,0.076828,0.069032,0.062004,0.056116,0.051686,0.048761,0.047077,0.046204,0.045746,0.045457,0.045219,0.044937,0.044441,0.04348,0.041817,0.039394,0.036441,0.033453,0.030996,0.02946,0.02889,0.028966,0.02913,0.028789,0.02752,0.025212,0.022101,0.018641,0.015309,0.012437,0.010163,0.0084716,0.0072543,0.0063646,0.0056537,0.0049994,0.0043304,0.0036421,0.002996,0.0024976,0.0022546,0.0023278,0.0026966,0.0032612,0.003883,0.0044389,0.0048589,0.0051264,0.0052517,0.0052419,0.005091,0.0047966,0.0043847,0.0039195,0.0034834,0.0031428,0.0029194,0.0027866,0.0026889,0.0025708,0.0023999,0.0021756,0.0019251,0.0016923,0.0015242,0.0014553,0.0014946,0.0016206,0.0017866,0.0019362,0.0020216,0.0020196,0.0019363,0.0018002,0.0016476,0.0015101,0.0014098,0.0013602,0.0013692,0.0014366,0.0015483,0.0016714,0.0017581,0.0017605,0.0016502,0.0014317,0.0011424,0.00083633,0.00056377,0.0003565,0.00022546,0.00016628,0.000166,0.00020667,0.00026667,0.0003228,0.00035496,0.00035169,0.00031339,0.00025095,0.00018035,0.00011618,6.7017e-05,3.461e-05,1.6008e-05,6.6353e-06,2.4656e-06,8.2136e-07,2.4516e-07,6.5528e-08,1.5677e-08,3.3573e-09,6.4382e-10,1.1061e-10,1.7028e-11,2.349e-12,2.9033e-13,3.2149e-14,3.1902e-15,2.8372e-16,2.2611e-17,1.6136e-18,1.0305e-19,5.8865e-21,3.0099e-22,1.3794e-23,5.6723e-25,2.0934e-26,6.9256e-28,2.0499e-29,5.4187e-31,1.278e-32,2.6902e-34,5.0583e-36,8.5028e-38,1.2787e-39,1.7216e-41,2.0769e-43,2.247e-45,2.1808e-47,1.8975e-49,1.4779e-51,1.0288e-53,6.3965e-56,3.5541e-58,1.7682e-60,7.8949e-63,3.1701e-65,1.1458e-67,3.7272e-70,1.0898e-72,2.8594e-75,6.7227e-78,1.4155e-80,2.672e-83,4.5327e-86,6.9313e-89,9.5786e-92,1.1973e-94,1.3521e-97,1.3749e-100,1.2544e-103,1.0238e-106,7.4686e-110,4.8777e-113,2.8604e-116,1.5098e-119,7.1714e-123,3.0562e-126,1.1634e-129,3.9481e-133,1.1978e-136,3.2728e-140,8.1206e-144,1.8392e-147,3.8055e-151,7.1779e-155
0.87854,0.89845,0.91472,0.92394,0.92339,0.91233,0.8928,0.86862,0.84353,0.81971,0.79772,0.77712,0.75728,0.7378,0.71838,0.69847,0.67707,0.65293,0.62505,0.59325,0.55834,0.52192,0.48574,0.45126,0.4195,0.3911,0.36632,0.34498,0.32634,0.30928,0.29265,0.27572,0.25848,0.24171,0.22648,0.21351,0.20257,0.19266,0.18259,0.17164,0.15986,0.14775,0.1359,0.12455,0.11363,0.10302,0.092878,0.083683,0.076076,0.070532,0.067143,0.065615,0.065409,0.065911,0.066538,0.066773,0.066178,0.064463,0.061572,0.057744,0.053477,0.049379,0.04598,0.043562,0.042079,0.041185,0.040357,0.039073,0.036994,0.034083,0.0306,0.026968,0.023573,0.020642,0.018228,0.016261,0.014614,0.013152,0.011761,0.010376,0.0089876,0.0076465,0.0064457,0.0054979,0.0049037,0.0047189,0.0049289,0.0054426,0.0061105,0.0067653,0.0072663,0.0075307,0.0075383,0.0073142,0.0069055,0.0063676,0.0057628,0.005163,0.0046418,0.004257,0.0040311,0.0039446,0.0039445,0.0039665,0.0039597,0.0039047,0.0038165,0.0037306,0.0036794,0.0036707,0.0036821,0.0036731,0.0036081,0.0034746,0.0032884,0.0030817,0.0028862,0.0027211,0.002592,0.0024958,0.0024293,0.0023938,0.0023962,0.0024415,0.0025223,0.00261,0.002656,0.0026072,0.0024276,0.002117,0.0017143,0.0012827,0.00088653,0.00057104,0.00035571,0.0002381,0.00020185,0.00022304,0.00027423,0.00032838,0.00036421,0.00037189,0.00035566,0.00033107,0.00031679,0.00032446,0.00035176,0.0003831,0.000398,0.00038186,0.0003329,0.00026168,0.00018477,0.00011695,6.6284e-05,3.3635e-05,1.5285e-05,6.2228e-06,2.2703e-06,7.422e-07,2.1739e-07,5.7049e-08,1.3416e-08,2.8275e-09,5.3401e-10,9.0316e-11,1.3668e-11,1.8504e-12,2.2422e-13,2.4352e-14,2.3731e-15,2.0755e-16,1.6273e-17,1.1415e-18,7.1506e-20,3.9968e-21,1.9938e-22,8.884e-24,3.5391e-25,1.2613e-26,4.0244e-28,1.1505e-29,2.9499e-31,6.785e-33,1.399e-34,2.5824e-36,4.2603e-38,6.2771e-40,8.2655e-42,9.7449e-44,1.0312e-45,9.8123e-48,8.405e-50,6.4792e-52,4.4896e-54,2.7916e-56,1.5554e-58,7.7615e-61,3.4721e-63,1.3958e-65,5.0582e-68,1.6566e-70,4.9073e-73,1.3132e-75,3.1648e-78,6.8427e-81,1.3235e-83,2.288e-86,3.5413e-89,4.9216e-92,6.156e-95,6.9297e-98,6.9986e-101,6.3139e-104,5.0776e-107,3.6507e-110,2.3639e-113,1.39e-116,7.4608e-120,3.6583e-123,1.6353e-126
0.87858,0.89856,0.91499,0.92464,0.92501,0.91576,0.89936,0.88008,0.86188,0.84698,0.83562,0.82678,0.81899,0.81099,0.80169,0.79002,0.77463,0.75415,0.72761,0.69499,0.65747,0.61712,0.57623,0.53684,0.50058,0.4687,0.44191,0.42006,0.40191,0.38541,0.36832,0.34915,0.32767,0.30505,0.28327,0.26421,0.24869,0.23624,0.22561,0.21546,0.20491,0.19365,0.18176,0.16946,0.15698,0.14456,0.13255,0.1215,0.11206,0.10482,0.10006,0.097711,0.097348,0.098289,0.099689,0.10065,0.10035,0.098278,0.094397,0.089162,0.083345,0.077744,0.072923,0.0691,0.066156,0.063728,0.061335,0.058515,0.054962,0.050648,0.045839,0.040984,0.036507,0.032646,0.029414,0.02666,0.02418,0.021815,0.019491,0.017215,0.015035,0.013019,0.011252,0.0098487,0.008936,0.0085942,0.0087968,0.0093906,0.010143,0.010828,0.011296,0.011487,0.0114,0.011046,0.010433,0.0095761,0.00854,0.0074436,0.006437,0.0056516,0.0051576,0.0049466,0.0049451,0.0050474,0.0051531,0.0051974,0.0051638,0.0050781,0.0049837,0.0049108,0.0048546,0.004777,0.0046291,0.0043829,0.0040489,0.0036715,0.0033056,0.0029931,0.0027523,0.0025816,0.0024708,0.002412,0.0024036,0.0024451,0.0025264,0.0026187,0.0026763,0.00265,0.0025086,0.002254,0.0019213,0.0015627,0.0012257,0.00093945,0.00071475,0.000552,0.00044839,0.00039869,0.00039249,0.00041389,0.0004467,0.00048202,0.00052189,0.00057581,0.00065184,0.00074792,0.00084899,0.00093152,0.00097215,0.00095558,0.00087897,0.00075237,0.00059592,0.00043433,0.00028981,0.00017629,9.7448e-05,4.8822e-05,2.212e-05,9.0454e-06,3.3326e-06,1.1049e-06,3.2937e-07,8.8235e-08,2.1225e-08,4.5796e-09,8.8528e-10,1.5324e-10,2.376e-11,3.3038e-12,4.1242e-13,4.622e-14,4.6448e-15,4.177e-16,3.3552e-17,2.405e-18,1.5387e-19,8.7944e-21,4.4939e-22,2.0545e-23,8.4095e-25,3.0844e-26,1.0146e-27,2.9938e-29,7.9198e-31,1.8755e-32,3.9698e-34,7.5044e-36,1.2678e-37,1.9177e-39,2.6036e-41,3.1787e-43,3.4934e-45,3.4551e-47,3.0717e-49,2.4506e-51,1.7518e-53,1.1216e-55,6.4373e-58,3.3203e-60,1.5438e-62,6.4869e-65,2.4655e-67,8.4652e-70,2.6175e-72,7.2611e-75,1.8019e-77,3.9968e-80,7.9368e-83,1.4152e-85,2.2712e-88,3.2802e-91,4.2504e-94,4.9199e-97,5.0764e-100,4.6828e-103,3.8905e-106,2.9351e-109,2.0213e-112,1.2716e-115,7.293e-119
0.87858,0.89856,0.91499,0.92464,0.92501,0.91576,0.89937,0.88009,0.86193,0.84711,0.83596,0.82757,0.82071,0.81441,0.80803,0.80094,0.79218,0.78054,0.76478,0.74406,0.71827,0.6881,0.65484,0.62014,0.58583,0.55374,0.52537,0.50144,0.48149,0.46391,0.44649,0.42731,0.40556,0.38189,0.35815,0.33645,0.3181,0.30311,0.29044,0.27865,0.26652,0.25336,0.23908,0.22406,0.20885,0.19396,0.17969,0.16626,0.15395,0.14317,0.1344,0.12802,0.12408,0.12222,0.1217,0.12149,0.1206,0.11832,0.1145,0.10954,0.10414,0.098989,0.0945,0.090724,0.087435,0.084252,0.080758,0.076598,0.071591,0.065843,0.059776,0.053976,0.048937,0.044853,0.041572,0.038727,0.035927,0.032922,0.029672,0.026311,0.023053,0.020103,0.017622,0.015722,0.01447,0.013865,0.013809,0.014112,0.014545,0.01491,0.01509,0.015039,0.014739,0.014171,0.013309,0.012161,0.0108,0.0093628,0.0080131,0.0068957,0.0060989,0.0056424,0.0054847,0.0055452,0.0057295,0.005951,0.0061432,0.0062643,0.0062938,0.0062235,0.0060484,0.0057648,0.0053767,0.004907,0.0043993,0.0039081,0.0034813,0.0031481,0.002917,0.0027808,0.0027234,0.0027254,0.0027704,0.0028475,0.0029488,0.0030621,0.0031641,0.0032218,0.0032043,0.0030972,0.0029092,0.0026661,0.0023987,0.0021318,0.0018823,0.0016607,0.0014723,0.0013154,0.0011815,0.0010593,0.00094292,0.00083705,0.00075634,0.00071771,0.00073009,0.00078703,0.00086664,0.0009387,0.00097478,0.00095645,0.00087923,0.00075243,0.00059594,0.00043433,0.00028981,0.00017629,9.7448e-05,4.8822e-05,2.212e-05,9.0454e-06,3.3326e-06,1.1049e-06,3.2937e-07,8.8235e-08,2.1225e-08,4.5796e-09,8.8528e-10,1.5324e-10,2.376e-11,3.3038e-12,4.1242e-13,4.622e-14,4.6448e-15,4.177e-16,3.3552e-17,2.405e-18,1.5387e-19,8.7944e-21,4.4939e-22,2.0545e-23,8.4095e-25,3.0844e-26,1.0146e-27,2.9938e-29,7.9198e-31,1.8755e-32,3.9698e-34,7.5044e-36,1.2678e-37,1.9177e-39,2.6036e-41,3.1787e-43,3.4934e-45,3.4551e-47,3.0717e-49,2.4506e-51,1.7518e-53,1.1216e-55,6.4373e-58,3.3203e-60,1.5438e-62,6.4869e-65,2.4655e-67,8.4652e-70,2.6175e-72,7.2611e-75,1.8019e-77,3.9968e-80,7.9368e-83,1.4152e-85,2.2712e-88,3.2802e-91,4.2504e-94,4.9199e-97,5.0764e-100,4.6828e-103,3.8905e-106,2.9351e-109,2.0213e-112,1.2716e-115,7.293e-119
0.87858,0.89856,0.91499,0.92465,0.92502,0.91579,0.89945,0.88031,0.86244,0.84824,0.83823,0.83176,0.82778,0.82539,0.82373,0.8218,0.81825,0.81156,0.80046,0.78426,0.76315,0.73811,0.71064,0.68231,0.65443,0.62787,0.60312,0.58028,0.55908,0.53884,0.51849,0.4968,0.47292,0.44697,0.4202,0.39446,0.3713,0.35124,0.33381,0.31812,0.30339,0.28924,0.27559,0.26241,0.2495,0.23649,0.22299,0.20895,0.19477,0.18131,0.16956,0.16029,0.15375,0.14965,0.14719,0.14534,0.14305,0.1396,0.1348,0.12899,0.12294,0.11736,0.11267,0.10879,0.1053,0.10158,0.097088,0.091465,0.084692,0.077121,0.069411,0.062318,0.056404,0.051842,0.048389,0.045547,0.042786,0.039752,0.036363,0.032769,0.02923,0.025991,0.023228,0.021056,0.019534,0.018646,0.018272,0.0182,0.018201,0.018103,0.01783,0.017367,0.016715,0.015856,0.014776,0.013503,0.012127,0.010779,0.0095905,0.008655,0.0080204,0.0076924,0.0076363,0.0077744,0.0079906,0.0081573,0.0081776,0.0080194,0.0077156,0.0073284,0.0069056,0.006458,0.0059697,0.0054272,0.0048445,0.0042652,0.0037445,0.0033266,0.0030338,0.0028663,0.0028104,0.0028462,0.0029527,0.0031094,0.0032932,0.0034756,0.003622,0.003699,0.0036844,0.0035734,0.003378,0.0031187,0.0028171,0.0024938,0.0021703,0.001869,0.0016081,0.0013949,0.0012232,0.0010789,0.00095116,0.00084016,0.0007574,0.00071804,0.00073018,0.00078705,0.00086665,0.0009387,0.00097478,0.00095645,0.00087923,0.00075243,0.00059594,0.00043433,0.00028981,0.00017629,9.7448e-05,4.8822e-05,2.212e-05,9.0454e-06,3.3326e-06,1.1049e-06,3.2937e-07,8.8235e-08,2.1225e-08,4.5796e-09,8.8528e-10,1.5324e-10,2.376e-11,3.3038e-12,4.1242e-13,4.622e-14,4.6448e-15,4.177e-16,3.3552e-17,2.405e-18,1.5387e-19,8.7944e-21,4.4939e-22,2.0545e-23,8.4095e-25,3.0844e-26,1.0146e-27,2.9938e-29,7.9198e-31,1.8755e-32,3.9698e-34,7.5044e-36,1.2678e-37,1.9177e-39,2.6036e-41,3.1787e-43,3.4934e-45,3.4551e-47,3.0717e-49,2.4506e-51,1.7518e-53,1.1216e-55,6.4373e-58,3.3203e-60,1.5438e-62,6.4869e-65,2.4655e-67,8.4652e-70,2.6175e-72,7.2611e-75,1.8019e-77,3.9968e-80,7.9368e-83,1.4152e-85,2.2712e-88,3.2802e-91,4.2504e-94,4.9199e-97,5.0764e-100,4.6828e-103,3.8905e-106,2.9351e-109,2.0213e-112,1.2716e-115,7.293e-119
0.87858,0.89856,0.91499,0.92465,0.92502,0.91579,0.89945,0.88031,0.86244,0.84824,0.83823,0.83176,0.82781,0.82545,0.82391,0.82221,0.81914,0.81333,0.8037,0.78973,0.77171,0.75067,0.72804,0.70524,0.68335,0.66294,0.64402,0.62617,0.60865,0.5905,0.57068,0.54834,0.52318,0.49575,0.4675,0.44027,0.41558,0.39411,0.37573,0.35988,0.34584,0.33291,0.32038,0.30752,0.29371,0.27856,0.26213,0.24497,0.22798,0.21227,0.19879,0.18818,0.18058,0.17568,0.17275,0.17076,0.16863,0.16548,0.16098,0.15539,0.14941,0.14373,0.13867,0.13408,0.12947,0.12427,0.11805,0.11069,0.1024,0.093729,0.085378,0.078014,0.072026,0.067422,0.063864,0.060825,0.05778,0.054378,0.050524,0.046349,0.042096,0.038002,0.034246,0.030964,0.028254,0.026163,0.02465,0.023588,0.022819,0.022211,0.021686,0.021185,0.020629,0.019909,0.018923,0.017641,0.016133,0.01455,0.013068,0.011836,0.010946,0.010429,0.010248,0.010299,0.010426,0.010466,0.010303,0.0099149,0.0093652,0.0087622,0.0081967,0.0077008,0.0072456,0.0067714,0.006231,0.0056222,0.0049918,0.0044125,0.0039496,0.0036372,0.0034738,0.0034338,0.0034863,0.0036058,0.00377,0.0039499,0.0041048,0.0041929,0.0041886,0.004094,0.0039328,0.0037309,0.0034992,0.0032327,0.0029233,0.0025752,0.00221,0.0018577,0.0015432,0.0012779,0.0010625,0.0008963,0.00078302,0.00072894,0.00073553,0.0007927,0.00087849,0.00096578,0.001032,0.0010658,0.0010688,0.0010511,0.0010248,0.00099758,0.00096882,0.00092998,0.00086937,0.0007787,0.00065832,0.0005187,0.00037707,0.00025097,0.0001521,8.3578e-05,4.1501e-05,1.8566e-05,7.4644e-06,2.6928e-06,8.7147e-07,2.5317e-07,6.6066e-08,1.5485e-08,3.2554e-09,6.1255e-10,1.0296e-10,1.5445e-11,2.068e-12,2.4735e-13,2.6453e-14,2.531e-15,2.1681e-16,1.6642e-17,1.1456e-18,7.0745e-20,3.9166e-21,1.941e-22,8.5978e-24,3.4013e-25,1.2025e-26,3.8067e-28,1.0815e-29,2.7633e-31,6.3552e-33,1.3154e-34,2.4473e-36,4.0858e-38,6.1123e-40,8.1893e-42,9.8363e-44,1.0617e-45,1.0331e-47,9.084e-50,7.2253e-52,5.1915e-54,3.3593e-56,1.9502e-58,1.0127e-60,4.701e-63,1.9536e-65,7.2897e-68,2.4482e-70,7.3996e-73,2.0065e-75,4.8604e-78,1.0495e-80,2.026e-83,3.5224e-86,5.5611e-89,8.0144e-92,1.0551e-94,1.2664e-97
0.87947,0.90034,0.91837,0.93054,0.93443,0.92936,0.91706,0.9009,0.88431,0.86956,0.85769,0.84896,0.84337,0.84066,0.84011,0.84026,0.83917,0.83502,0.82665,0.81394,0.79771,0.77937,0.76043,0.74204,0.72477,0.70856,0.69293,0.67717,0.66054,0.64233,0.62193,0.59891,0.57332,0.54592,0.51805,0.49119,0.46643,0.44419,0.42437,0.40665,0.39066,0.37594,0.36185,0.34757,0.3323,0.3156,0.29757,0.27892,0.26072,0.24408,0.22983,0.21837,0.20968,0.20342,0.19898,0.19558,0.1923,0.18831,0.18316,0.17697,0.17025,0.16363,0.15746,0.15171,0.14602,0.13997,0.13325,0.12581,0.11785,0.10973,0.10189,0.094659,0.088207,0.082512,0.077416,0.072688,0.068102,0.063513,0.058895,0.054326,0.049928,0.0458,0.041998,0.038562,0.035551,0.033042,0.031093,0.029697,0.028776,0.028195,0.027778,0.027331,0.026658,0.025609,0.02413,0.022303,0.020326,0.018435,0.016827,0.015603,0.01477,0.01427,0.01401,0.013878,0.013744,0.013489,0.013039,0.012391,0.011616,0.010811,0.010049,0.0093413,0.0086478,0.0079102,0.0070988,0.0062401,0.0054097,0.0047005,0.0041868,0.0039038,0.0038453,0.0039781,0.0042586,0.0046431,0.0050853,0.0055267,0.0058944,0.0061147,0.0061383,0.0059603,0.0056186,0.0051705,0.0046642,0.0041272,0.0035739,0.0030217,0.0024982,0.0020351,0.0016553,0.001366,0.0011628,0.0010391,0.00098956,0.001007,0.0010756,0.0011694,0.0012596,0.0013272,0.0013697,0.0014002,0.0014372,0.0014933,0.0015676,0.0016435,0.0016933,0.0016874,0.0016039,0.0014377,0.0012033,0.00093233,0.00066387,0.00043188,0.00025555,0.00013706,6.643e-05,2.902e-05,1.14e-05,4.0211e-06,1.2734e-06,3.6231e-07,9.2679e-08,2.1312e-08,4.3996e-09,8.1363e-10,1.3452e-10,1.9866e-11,2.6207e-12,3.0909e-13,3.2617e-14,3.0817e-15,2.6085e-16,1.9798e-17,1.3485e-18,8.2442e-20,4.5212e-21,2.2208e-22,9.7548e-24,3.8287e-25,1.3436e-26,4.2236e-28,1.1921e-29,3.0271e-31,6.9217e-33,1.4249e-34,2.6374e-36,4.3822e-38,6.5263e-40,8.7072e-42,1.0417e-43,1.1202e-45,1.0862e-47,9.5205e-50,7.5494e-52,5.409e-54,3.4906e-56,2.0214e-58,1.0473e-60,4.8506e-63,2.0116e-65,7.4919e-68,2.5116e-70,7.5785e-73,2.0518e-75,4.9628e-78,1.0701e-80,2.0632e-83,3.5828e-86,5.6502e-89,8.1343e-92,1.0699e-94,1.2829e-97
